时间,实际交易动作,是否持仓,大盘状态,代码,名称,现价,日线风控,客观缠论信号,60m笔方向,15分信号,决策理由,日线A中枢ZD,日线C中枢ZD,锁定ZG,15m_DIF,15m_DEA,底分型成立
2026-05-19 10:20:39,三买,否,警戒,sh000001,上证指数,4136.75,安全,一卖+三买,向下,无信号,客观缠论信号为一卖、三买，60分钟笔方向向下（寻底模式），因此实际交易动作是三买（突破回踩买入）,4101.83,4079.77,4092.83,-9.8992,-12.6311,否
2026-05-19 10:20:39,观望,否,警戒,510300,沪深300ETF,4.79,安全,二买,向上,底背驰,客观缠论信号为二买，60分钟笔方向向上，中枢震荡，观望,4.68,4.86,4.91,-0.0231,-0.0212,否
2026-05-19 10:20:39,观望,否,警戒,588000,科创50ETF,1.76,安全,无信号,向下,无信号,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,1.55,1.71,1.82,-0.0088,-0.0058,否
2026-05-19 10:20:39,观望,否,警戒,513100,纳指ETF,2.07,安全,无信号,向下,底背驰,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,1.91,2.07,2.11,-0.0080,-0.0069,否
2026-05-19 10:20:39,二卖,否,警戒,513520,日经ETF,2.06,安全,二卖,向上,无信号,客观缠论信号为二卖，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,1.89,2.00,2.04,-0.0111,-0.0134,否
2026-05-19 10:20:39,二卖,否,警戒,512400,有色金属ETF,2.01,安全,二卖+三买,向上,无信号,客观缠论信号为二卖、三买，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,2.11,1.96,2.15,-0.0215,-0.0262,否
2026-05-19 10:20:39,观望,否,警戒,512690,酒ETF,0.45,日线破位,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,0.48,0.48,0.48,-0.0019,-0.0022,否
2026-05-19 10:20:39,观望,否,警戒,159227,航空航天ETF,1.29,安全,无信号,向下,无信号,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,1.23,1.30,1.31,-0.0070,-0.0079,否
2026-05-19 10:20:39,二卖,否,警戒,159992,创新药ETF,0.78,安全,二卖+二买,向上,无信号,客观缠论信号为二卖、二买，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,0.79,0.77,0.83,-0.0042,-0.0056,否
2026-05-19 10:20:39,二卖,否,警戒,515050,通信ETF,1.13,安全,二卖,向上,无信号,客观缠论信号为二卖，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,1.08,1.48,2.40,-0.0151,-0.0228,否
2026-05-19 10:20:39,观望,否,警戒,159915,创业板ETF,3.82,安全,无信号,向下,底背驰,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,3.24,3.61,3.97,-0.0238,-0.0156,否
2026-05-19 10:20:39,二买,否,警戒,588200,科创芯片ETF,3.34,安全,一卖+二买+三买,向下,无信号,客观缠论信号为一卖、二买、三买，60分钟笔方向向下（寻底模式），因此实际交易动作是二买（笔方向向下时优先买点）,2.65,3.20,3.34,-0.0236,-0.0130,否
2026-05-19 10:20:39,观望,否,警戒,159755,电池ETF,1.14,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,1.03,1.17,1.19,-0.0079,-0.0058,否
2026-05-19 10:20:39,二卖,否,警戒,159899,软件ETF,0.85,安全,二卖+三买,向上,无信号,客观缠论信号为二卖、三买，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,0.81,0.83,0.84,0.0014,-0.0002,否
2026-05-19 10:20:39,观望,否,警戒,513360,教育ETF,0.49,日线破位,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,0.49,0.49,0.50,-0.0001,-0.0004,否
2026-05-19 10:20:39,二买,否,警戒,515790,光伏ETF,1.09,安全,二卖+二买,向下,无信号,客观缠论信号为二卖、二买，60分钟笔方向向下（寻底模式），因此实际交易动作是二买（笔方向向下时优先买点）,1.08,1.10,1.13,-0.0045,-0.0046,否
2026-05-19 10:20:39,二买,否,警戒,601668,中国建筑,4.89,安全,二买,向下,无信号,客观缠论信号为二买，60分钟笔方向向下（寻底模式），因此实际交易动作是二买（笔方向向下时优先买点）,4.88,4.91,4.95,-0.0151,-0.0161,否
2026-05-19 10:20:39,观望,否,警戒,601288,农业银行,6.60,安全,二卖,向下,底背驰,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,6.53,6.53,6.83,-0.0258,-0.0229,否
2026-05-19 10:20:39,二买,否,警戒,601728,中国电信,7.16,安全,二买,向下,无信号,客观缠论信号为二买，60分钟笔方向向下（寻底模式），因此实际交易动作是二买（笔方向向下时优先买点）,6.80,6.75,6.19,0.2035,0.1348,否
2026-05-19 10:20:39,观望,否,警戒,600276,恒瑞医药,52.43,安全,二买+三买,向上,底背驰,客观缠论信号为二买、三买，60分钟笔方向向上，中枢震荡，观望,51.31,52.41,53.92,-0.5082,-0.5379,否
2026-05-19 10:20:39,观望,否,警戒,600177,雅戈尔,7.50,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,7.50,7.25,7.53,-0.0397,-0.0491,否
2026-05-19 10:20:39,观望,否,警戒,600887,伊利股份,27.54,安全,无信号,向上,无信号,客观缠论信号为无信号，60分钟笔方向向上，中枢震荡，观望,27.22,27.11,27.98,-0.0421,-0.0994,否
2026-05-19 10:20:39,观望,否,警戒,601138,工业富联,66.71,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,64.65,62.77,71.76,-0.3125,-0.1043,否
2026-05-19 10:20:39,观望,否,警戒,688041,海光信息,292.24,安全,一卖,向下,无信号,客观缠论信号为一卖，60分钟笔方向向下，中枢震荡，观望,246.00,320.01,305.00,-4.4544,-3.9088,否
2026-05-19 10:20:39,一卖,否,警戒,601225,陕西煤业,24.72,安全,一卖,向上,无信号,客观缠论信号为一卖，60分钟笔方向向上（冲顶模式），因此实际交易动作是一卖（趋势顶背驰卖出）,25.15,24.22,24.11,0.1702,0.1552,否
2026-05-19 10:20:39,二卖,否,警戒,600900,长江电力,27.29,安全,二卖+二买,向上,无信号,客观缠论信号为二卖、二买，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,26.66,26.60,26.96,0.0264,-0.0122,否
2026-05-19 10:20:39,观望,否,警戒,600660,福耀玻璃,54.80,日线破位,无信号,向下,无信号,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,55.27,55.65,58.35,-0.2274,-0.3025,否
2026-05-19 10:20:39,二卖,否,警戒,000429,粤高速A,13.20,安全,二卖+二买,向上,无信号,客观缠论信号为二卖、二买，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,12.70,12.48,13.13,0.0125,-0.0191,否
2026-05-19 10:20:39,观望,否,警戒,002507,涪陵榨菜,11.88,日线破位,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,12.23,12.28,12.33,-0.0519,-0.0601,否
2026-05-19 10:20:39,二买,否,警戒,000338,潍柴动力,32.12,安全,一卖+二买,向下,无信号,客观缠论信号为一卖、二买，60分钟笔方向向下（寻底模式），因此实际交易动作是二买（笔方向向下时优先买点）,25.92,31.76,33.85,-0.4151,-0.3667,否
2026-05-19 10:20:39,观望,否,警戒,000538,云南白药,50.86,日线破位,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,55.40,54.40,51.89,-0.0963,-0.1353,否
2026-05-19 10:20:39,观望,否,警戒,000423,东阿阿胶,51.20,安全,无信号,向上,无信号,客观缠论信号为无信号，60分钟笔方向向上，中枢震荡，观望,50.16,49.78,54.45,-0.3722,-0.4400,否
2026-05-19 10:20:39,观望,否,警戒,000651,格力电器,39.86,安全,二卖,向下,底背驰,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,40.00,39.51,40.57,-0.1382,-0.1490,否
2026-05-19 10:20:39,二卖,否,警戒,000895,双汇发展,26.33,安全,二卖+二买,向上,无信号,客观缠论信号为二卖、二买，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,25.75,26.51,26.98,-0.0737,-0.0923,否
2026-05-19 10:20:39,二卖,否,警戒,002415,海康威视,32.55,安全,二卖,向上,底背驰,客观缠论信号为二卖，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,31.96,33.30,33.87,-0.2066,-0.1975,否
2026-05-19 10:20:39,观望,否,警戒,hk03690,美团,82.60,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,75.85,82.15,83.75,-0.0600,-0.2343,否
2026-05-19 10:20:39,观望,否,警戒,hk03896,金山云,7.82,安全,一卖,向下,底背驰,客观缠论信号为一卖，60分钟笔方向向下，中枢震荡，观望,7.80,7.78,8.63,-0.0499,-0.0812,否
2026-05-19 10:20:39,二卖,否,警戒,hk00700,腾讯,460.80,日线破位,二卖+二买,向上,无信号,客观缠论信号为二卖、二买，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,494.60,486.20,460.20,0.4885,-1.2792,否
2026-05-19 10:20:39,观望,否,警戒,hk09988,阿里巴巴,130.90,安全,无信号,向下,无信号,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,129.60,130.30,135.80,-0.6261,-0.9376,否
2026-05-19 10:20:39,二卖,否,警戒,hk01024,快手,48.76,安全,二卖,向上,无信号,客观缠论信号为二卖，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,51.00,43.00,52.65,-0.0478,-0.1631,否
2026-05-19 10:20:39,观望,否,警戒,hk06618,京东健康,41.28,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,39.65,41.90,45.30,-0.6781,-0.6341,否
2026-05-19 10:20:39,观望,否,警戒,hk06862,海底捞,14.36,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,13.47,14.16,14.38,-0.0635,-0.1062,否

2026-05-19 10:43:22,观望,是,警戒,603317,天味食品,15.67,安全,无信号,向下,无信号,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,12.56,15.25,16.24,-0.0387,-0.0480,否
2026-05-19 10:43:22,二卖,是,警戒,688981,中芯国际,113.38,安全,二卖,向上,无信号,客观缠论信号为二卖，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,115.74,109.78,117.69,-1.4456,-0.9624,否
2026-05-19 10:43:22,观望,是,警戒,600938,中国海油,36.63,安全,无信号,向上,无信号,客观缠论信号为无信号，60分钟笔方向向上，中枢震荡，观望,34.06,35.29,36.28,0.0346,0.0895,否
2026-05-19 10:43:22,二买,是,警戒,000333,美的集团,81.56,安全,二买,向下,无信号,客观缠论信号为二买，60分钟笔方向向下（寻底模式），因此实际交易动作是二买（笔方向向下时优先买点）,79.17,78.91,80.98,-0.1444,0.0032,否
2026-05-19 10:43:22,观望,是,警戒,000001,平安银行,10.90,安全,二卖,向下,底背驰,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,10.78,10.67,11.03,-0.0324,-0.0442,否
2026-05-19 10:43:22,观望,是,警戒,hk01810,小米集团,30.56,安全,一卖,向下,无信号,客观缠论信号为一卖，60分钟笔方向向下，中枢震荡，观望,32.78,30.26,31.18,-0.0037,-0.0399,否
2026-05-19 10:43:22,观望,是,警戒,513130,恒生科技ETF,0.60,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,0.59,0.61,0.63,-0.0040,-0.0046,否
2026-05-19 10:43:22,三买,否,警戒,sh000001,上证指数,4110.29,安全,一卖+三买,向下,无信号,客观缠论信号为一卖、三买，60分钟笔方向向下（寻底模式），因此实际交易动作是三买（突破回踩买入）,4101.83,4079.77,4092.83,-10.6100,-11.4318,否
2026-05-19 10:43:22,观望,否,警戒,510300,沪深300ETF,4.79,安全,二买,向上,底背驰,客观缠论信号为二买，60分钟笔方向向上，中枢震荡，观望,4.68,4.86,4.79,-0.0231,-0.0212,否
2026-05-19 10:43:22,观望,否,警戒,588000,科创50ETF,1.77,安全,无信号,向下,无信号,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,1.55,1.71,1.82,-0.0094,-0.0065,否
2026-05-19 10:43:22,观望,否,警戒,513100,纳指ETF,2.05,安全,无信号,向下,底背驰,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,1.91,2.07,2.11,-0.0102,-0.0084,否
2026-05-19 10:43:22,二卖,否,警戒,513520,日经ETF,2.04,安全,二卖,向上,无信号,客观缠论信号为二卖，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,1.89,2.00,2.04,-0.0107,-0.0116,否
2026-05-19 10:43:22,二卖,否,警戒,512400,有色金属ETF,1.94,日线破位,二卖+三买,向上,无信号,客观缠论信号为二卖、三买，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,2.11,1.96,2.15,-0.0266,-0.0251,否
2026-05-19 10:43:22,观望,否,警戒,512690,酒ETF,0.45,日线破位,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,0.48,0.48,0.48,-0.0019,-0.0022,否
2026-05-19 10:43:22,观望,否,警戒,159227,航空航天ETF,1.26,安全,无信号,向下,无信号,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,1.23,1.30,1.29,-0.0102,-0.0086,否
2026-05-19 10:43:22,观望,否,警戒,159992,创新药ETF,0.78,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,0.79,0.77,0.83,-0.0041,-0.0053,否
2026-05-19 10:43:22,二卖,否,警戒,515050,通信ETF,1.08,安全,二卖,向上,无信号,客观缠论信号为二卖，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,1.08,1.48,2.40,-0.0195,-0.0200,否
2026-05-19 10:43:22,观望,否,警戒,159915,创业板ETF,3.83,安全,无信号,向下,底背驰,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,3.24,3.61,3.97,-0.0269,-0.0179,否
2026-05-19 10:43:22,二买,否,警戒,588200,科创芯片ETF,3.38,安全,一卖+二买+三买,向下,底背驰,客观缠论信号为一卖、二买、三买，60分钟笔方向向下（寻底模式），因此实际交易动作是二买（笔方向向下时优先买点）,2.65,3.20,3.34,-0.0255,-0.0155,否
2026-05-19 10:43:22,观望,否,警戒,159755,电池ETF,1.14,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,1.03,1.17,1.19,-0.0089,-0.0069,否
2026-05-19 10:43:22,二卖,否,警戒,159899,软件ETF,0.85,安全,二卖+三买,向上,顶背驰,客观缠论信号为二卖、三买，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,0.81,0.83,0.84,0.0015,0.0004,否
2026-05-19 10:43:22,观望,否,警戒,513360,教育ETF,0.49,日线破位,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,0.49,0.49,0.50,-0.0002,-0.0003,否
2026-05-19 10:43:22,二买,否,警戒,515790,光伏ETF,1.10,安全,二卖+二买,向下,无信号,客观缠论信号为二卖、二买，60分钟笔方向向下（寻底模式），因此实际交易动作是二买（笔方向向下时优先买点）,1.08,1.10,1.13,-0.0041,-0.0045,否
2026-05-19 10:43:22,观望,否,警戒,601668,中国建筑,4.92,安全,无信号,向下,无信号,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,4.88,4.91,4.95,-0.0045,-0.0111,否
2026-05-19 10:43:22,观望,否,警戒,601288,农业银行,6.67,安全,二卖,向下,底背驰,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,6.53,6.53,6.68,-0.0054,-0.0147,否
2026-05-19 10:43:22,二买,否,警戒,601728,中国电信,7.03,安全,二买,向下,无信号,客观缠论信号为二买，60分钟笔方向向下（寻底模式），因此实际交易动作是二买（笔方向向下时优先买点）,6.80,6.75,6.19,0.2060,0.1616,否
2026-05-19 10:43:22,观望,否,警戒,600276,恒瑞医药,51.90,安全,二买+三买,向上,无信号,客观缠论信号为二买、三买，60分钟笔方向向上，中枢震荡，观望,51.31,52.41,53.92,-0.4610,-0.4834,否
2026-05-19 10:43:22,观望,否,警戒,600177,雅戈尔,7.52,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,7.50,7.25,7.70,-0.0137,-0.0290,否
2026-05-19 10:43:22,观望,否,警戒,600887,伊利股份,27.42,安全,无信号,向下,无信号,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,27.22,27.11,27.98,-0.0239,-0.0732,否
2026-05-19 10:43:22,观望,否,警戒,601138,工业富联,67.73,安全,二卖,向下,底背驰,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,64.65,62.77,66.91,-0.3884,-0.2087,否
2026-05-19 10:43:22,观望,否,警戒,688041,海光信息,295.68,安全,一卖,向下,底背驰,客观缠论信号为一卖，60分钟笔方向向下，中枢震荡，观望,246.00,320.01,305.00,-4.7341,-4.2147,否
2026-05-19 10:43:22,观望,否,警戒,601225,陕西煤业,24.45,安全,无信号,向上,顶背驰,客观缠论信号为无信号，60分钟笔方向向上，中枢震荡，观望,25.15,24.22,24.57,0.1676,0.1619,否
2026-05-19 10:43:22,二卖,否,警戒,600900,长江电力,27.25,安全,二卖+二买,向上,无信号,客观缠论信号为二卖、二买，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,26.66,26.60,27.03,0.0627,0.0127,否
2026-05-19 10:43:22,观望,否,警戒,600660,福耀玻璃,54.91,日线破位,无信号,向下,无信号,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,55.27,55.65,58.35,-0.2310,-0.2772,否
2026-05-19 10:43:22,观望,否,警戒,000429,粤高速A,13.09,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,12.70,12.48,13.13,0.0240,-0.0038,否
2026-05-19 10:43:22,观望,否,警戒,002507,涪陵榨菜,11.92,日线破位,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,12.23,12.28,12.33,-0.0138,-0.0328,否
2026-05-19 10:43:22,二买,否,警戒,000338,潍柴动力,32.66,安全,一卖+二买,向下,底背驰,客观缠论信号为一卖、二买，60分钟笔方向向下（寻底模式），因此实际交易动作是二买（笔方向向下时优先买点）,25.92,31.76,33.85,-0.4348,-0.3932,否
2026-05-19 10:43:22,观望,否,警戒,000538,云南白药,50.86,日线破位,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,55.40,54.40,51.89,-0.0313,-0.0676,否
2026-05-19 10:43:22,观望,否,警戒,000423,东阿阿胶,50.92,安全,无信号,向下,无信号,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,50.16,49.78,53.53,-0.3421,-0.4069,否
2026-05-19 10:43:22,观望,否,警戒,000651,格力电器,39.66,安全,二卖,向下,底背驰,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,40.00,39.51,40.57,-0.1373,-0.1445,否
2026-05-19 10:43:22,二卖,否,警戒,000895,双汇发展,26.34,安全,二卖+二买,向上,无信号,客观缠论信号为二卖、二买，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,25.75,26.51,26.98,-0.0532,-0.0793,否
2026-05-19 10:43:22,二卖,否,警戒,002415,海康威视,32.82,安全,二卖,向上,底背驰,客观缠论信号为二卖，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,31.96,33.30,33.87,-0.1950,-0.1991,否
2026-05-19 10:43:22,观望,否,警戒,hk03690,美团,82.60,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,75.85,82.15,82.75,-0.0600,-0.2343,否
2026-05-19 10:43:22,观望,否,警戒,hk03896,金山云,7.82,安全,一卖,向下,底背驰,客观缠论信号为一卖，60分钟笔方向向下，中枢震荡，观望,7.80,7.78,8.63,-0.0499,-0.0812,否
2026-05-19 10:43:22,观望,否,警戒,hk00700,腾讯,460.80,日线破位,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,494.60,486.20,469.00,0.4885,-1.2792,否
2026-05-19 10:43:22,观望,否,警戒,hk09988,阿里巴巴,134.20,安全,无信号,向下,无信号,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,129.60,130.30,135.80,0.3589,-0.0948,否
2026-05-19 10:43:22,二卖,否,警戒,hk01024,快手,48.90,安全,二卖,向上,无信号,客观缠论信号为二卖，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,51.00,43.00,52.65,-0.0303,-0.1366,否
2026-05-19 10:43:22,二卖,否,警戒,hk06618,京东健康,41.28,安全,二卖,向上,无信号,客观缠论信号为二卖，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,39.65,41.90,45.30,-0.7136,-0.6500,否
2026-05-19 10:43:22,观望,否,警戒,hk06862,海底捞,14.36,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,13.47,14.16,14.42,-0.0635,-0.1062,否
2026-05-19 10:43:22,一卖,否,警戒,600415,小商品城,14.25,安全,一卖,向上,无信号,客观缠论信号为一卖，60分钟笔方向向上（冲顶模式），因此实际交易动作是一卖（趋势顶背驰卖出）,12.86,12.74,13.28,0.1167,0.0390,否

2026-05-19 11:05:22,观望,是,警戒,603317,天味食品,15.70,安全,无信号,向下,无信号,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,12.56,15.25,16.24,-0.0450,-0.0465,否
2026-05-19 11:05:22,二卖,是,警戒,688981,中芯国际,114.36,安全,二卖,向上,无信号,客观缠论信号为二卖，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,115.74,109.78,117.69,-1.3654,-1.1059,否
2026-05-19 11:05:22,观望,是,警戒,600938,中国海油,36.46,安全,无信号,向上,无信号,客观缠论信号为无信号，60分钟笔方向向上，中枢震荡，观望,34.06,35.29,36.28,-0.0047,0.0589,否
2026-05-19 11:05:22,二买,是,警戒,000333,美的集团,81.00,安全,二买,向下,无信号,客观缠论信号为二买，60分钟笔方向向下（寻底模式），因此实际交易动作是二买（笔方向向下时优先买点）,79.17,78.91,80.98,-0.2654,-0.0828,否
2026-05-19 11:05:22,观望,是,警戒,000001,平安银行,10.85,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,10.78,10.67,11.03,-0.0285,-0.0365,否
2026-05-19 11:05:22,观望,是,警戒,hk01810,小米集团,30.70,安全,一卖,向下,无信号,客观缠论信号为一卖，60分钟笔方向向下，中枢震荡，观望,32.78,30.26,31.18,-0.0086,-0.0298,否
2026-05-19 11:05:22,观望,是,警戒,513130,恒生科技ETF,0.60,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,0.59,0.61,0.63,-0.0037,-0.0043,否
2026-05-19 11:05:22,三买,否,警戒,sh000001,上证指数,4125.10,安全,一卖+三买,向下,无信号,客观缠论信号为一卖、三买，60分钟笔方向向下（寻底模式），因此实际交易动作是三买（突破回踩买入）,4101.83,4079.77,4092.83,-9.5998,-11.0654,否
2026-05-19 11:05:22,观望,否,警戒,510300,沪深300ETF,4.80,安全,二买,向上,底背驰,客观缠论信号为二买，60分钟笔方向向上，中枢震荡，观望,4.68,4.86,4.79,-0.0230,-0.0223,否
2026-05-19 11:05:22,观望,否,警戒,588000,科创50ETF,1.79,安全,无信号,向下,底背驰,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,1.55,1.71,1.82,-0.0067,-0.0067,否
2026-05-19 11:05:22,观望,否,警戒,513100,纳指ETF,2.04,安全,无信号,向下,底背驰,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,1.91,2.07,2.11,-0.0113,-0.0093,否
2026-05-19 11:05:22,二卖,否,警戒,513520,日经ETF,2.04,安全,二卖,向上,无信号,客观缠论信号为二卖，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,1.89,2.00,2.04,-0.0109,-0.0113,否
2026-05-19 11:05:22,二卖,否,警戒,512400,有色金属ETF,1.95,日线破位,二卖+三买,向上,无信号,客观缠论信号为二卖、三买，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,2.11,1.96,2.15,-0.0266,-0.0257,否
2026-05-19 11:05:22,观望,否,警戒,512690,酒ETF,0.45,日线破位,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,0.48,0.48,0.48,-0.0003,-0.0010,否
2026-05-19 11:05:22,观望,否,警戒,159227,航空航天ETF,1.26,安全,无信号,向下,无信号,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,1.23,1.30,1.29,-0.0105,-0.0092,否
2026-05-19 11:05:22,观望,否,警戒,159992,创新药ETF,0.78,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,0.79,0.77,0.83,-0.0040,-0.0048,否
2026-05-19 11:05:22,二卖,否,警戒,515050,通信ETF,1.10,安全,二卖,向上,无信号,客观缠论信号为二卖，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,1.08,1.48,2.40,-0.0186,-0.0197,否
2026-05-19 11:05:22,观望,否,警戒,159915,创业板ETF,3.85,安全,无信号,向下,无信号,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,3.24,3.61,3.97,-0.0276,-0.0213,否
2026-05-19 11:05:22,二买,否,警戒,588200,科创芯片ETF,3.42,安全,一卖+二买+三买,向下,底背驰,客观缠论信号为一卖、二买、三买，60分钟笔方向向下（寻底模式），因此实际交易动作是二买（笔方向向下时优先买点）,2.65,3.20,3.34,-0.0189,-0.0170,否
2026-05-19 11:05:22,观望,否,警戒,159755,电池ETF,1.14,安全,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,1.03,1.17,1.19,-0.0092,-0.0074,否
2026-05-19 11:05:22,二卖,否,警戒,159899,软件ETF,0.85,安全,二卖+三买,向上,顶背驰,客观缠论信号为二卖、三买，60分钟笔方向向上（冲顶模式），因此实际交易动作是二卖（笔方向向上时优先卖点）,0.81,0.83,0.84,0.0014,0.0006,否
2026-05-19 11:05:22,观望,否,警戒,513360,教育ETF,0.49,日线破位,二卖,向下,无信号,客观缠论信号为二卖，60分钟笔方向向下，中枢震荡，观望,0.49,0.49,0.50,-0.0002,-0.0003,否
2026-05-19 11:05:22,二买,否,警戒,515790,光伏ETF,1.10,安全,二卖+二买,向下,无信号,客观缠论信号为二卖、二买，60分钟笔方向向下（寻底模式），因此实际交易动作是二买（笔方向向下时优先买点）,1.08,1.10,1.13,-0.0039,-0.0044,否
2026-05-19 11:05:22,观望,否,警戒,601668,中国建筑,4.92,安全,无信号,向下,无信号,客观缠论信号为无信号，60分钟笔方向向下，中枢震荡，观望,4.88,4.91,4.95,-0.0027,-0.0094,否
